id,x,y,r,b
1,463.5,1.2857142857142858,2.111004122822376,2016.6400146484375
2,734.0,2.0,1.2615662610100802,628.9724731445312
3,182.85365853658536,15.682926829268293,3.6125759969217834,1033.2752685546875
4,952.0,14.0,1.2615662610100802,76.8856201171875
5,1443.409090909091,15.363636363636363,2.6462837142006137,1530.8182373046875
6,1418.7272727272727,18.151515151515152,3.2410224072142872,5281.5380859375
7,1232.7,17.3,1.7841241161527712,560.0615234375
8,1429.0,22.0,1.2615662610100802,563.1064453125
9,875.0,24.0,1.2615662610100802,168.2978973388672
10,2100.6,29.5,1.7841241161527712,70.72048950195312
11,1898.6451612903227,30.741935483870968,3.141274657157109,1350.1368408203125
12,1288.3529411764705,32.0,2.326213245840639,612.9579467773438
13,708.0,33.0,1.2615662610100802,79.73109436035156
14,601.0,36.0,1.2615662610100802,77.1208724975586
15,945.5,40.0,3.742410318509555,1715.6468505859375
16,1154.7826086956522,43.56521739130435,4.686510657907603,9643.8818359375
17,328.0,51.0,1.2615662610100802,153.77032470703125
18,465.0,52.0,1.2615662610100802,101.39878845214844
19,992.0,52.0,1.2615662610100802,233.29501342773438
20,1108.921568627451,55.745098039215684,4.029119531035698,7371.8232421875
21,1955.0,55.0,2.5854414729132054,2907.188720703125
22,1217.0,60.0,2.5854414729132054,2346.601318359375
23,517.0,63.13636363636363,2.6462837142006137,975.4332885742188
24,377.0,63.0,1.2615662610100802,336.4847412109375
25,1173.0,63.0,1.2615662610100802,314.27325439453125
26,1838.0,66.0,1.2615662610100802,94.75487518310547
27,2077.734104046243,73.73410404624278,7.420755373261929,22289.87109375
28,584.0,68.0,1.2615662610100802,413.0360107421875
29,1792.0,67.0,1.2615662610100802,58.512813568115234
30,501.0,70.0,1.2615662610100802,168.96746826171875
31,2096.1271186440677,76.0,6.128667601500942,14123.55859375
32,337.0,77.0,1.2615662610100802,77.6096420288086
33,167.0,79.0,1.2615662610100802,75.55501556396484
34,376.0,80.0,1.2615662610100802,34.90141296386719
35,1403.0,80.0,1.2615662610100802,415.41595458984375
36,1572.0,82.57377049180327,4.406461512053774,5276.08447265625
37,886.0,81.0,1.2615662610100802,230.33181762695312
38,488.0,83.0,1.2615662610100802,211.9630126953125
39,574.0,85.3529411764706,2.326213245840639,668.1449584960938
40,791.0,84.0,1.2615662610100802,41.109676361083984
41,712.8421052631579,85.84210526315789,2.4592453796829674,3114.208984375
42,258.0,88.0,2.5854414729132054,802.7010498046875
43,458.0,88.0,1.2615662610100802,195.00567626953125
44,380.0,94.0,1.2615662610100802,218.40692138671875
45,1511.0,93.0,1.2615662610100802,111.9432144165039
46,763.0,100.0,1.2615662610100802,280.5497131347656
47,314.0,104.0,1.2615662610100802,296.4854736328125
48,115.43835616438356,109.35616438356165,4.820437914901168,1674.1763916015625
49,447.0,106.0,1.2615662610100802,84.34685516357422
50,1863.0,105.0,1.2615662610100802,70.22332000732422
51,57.0,108.0,1.2615662610100802,172.67674255371094
52,1537.7111111111112,111.13333333333334,3.7846987830302403,6991.2783203125
53,1724.896551724138,111.48275862068965,3.0382538898732494,1051.9444580078125
54,774.6944444444445,115.69444444444444,3.385137501286538,1054.9273681640625
55,1816.0,113.0,1.2615662610100802,320.7295837402344
56,1651.0,115.0,1.2615662610100802,85.71937561035156
57,2020.0,116.0,1.2615662610100802,76.99053955078125
58,1245.0,122.0,1.2615662610100802,41.78314208984375
59,1434.32,125.76,2.8209479177387813,877.0748291015625
60,747.0,128.0,1.2615662610100802,159.29278564453125
61,802.741935483871,134.25806451612902,4.442433223290478,9326.7412109375
62,1456.0,131.0,1.2615662610100802,173.9374542236328
63,69.0,137.0,1.2615662610100802,163.7752685546875
64,1376.0,140.0,3.431831258788849,1199.2442626953125
65,29.5,142.5,3.1915382432114616,854.2783203125
66,1110.0,141.0,1.2615662610100802,172.8704833984375
67,1342.5,142.5,3.1915382432114616,1722.0552978515625
68,328.0,143.0,1.2615662610100802,246.5042266845703
69,456.0,143.5,1.9544100476116797,595.9432983398438
70,913.5,144.78571428571428,2.985410660720923,1157.912109375
71,1048.0,143.0,1.2615662610100802,175.0017852783203
72,664.0,145.16666666666666,1.9544100476116797,723.5137329101562
73,805.0,147.64705882352942,2.326213245840639,2885.501708984375
74,78.0,149.5,1.5957691216057308,588.7142944335938
75,115.87179487179488,152.87179487179486,3.523362819972964,1253.268798828125
76,1558.0,155.0,1.2615662610100802,216.1580047607422
77,2.0,157.0,1.2615662610100802,67.29879760742188
78,410.0,158.0,1.2615662610100802,152.01278686523438
79,711.5,159.0,2.876813695875796,2202.087646484375
80,1312.5,159.0,3.5682482323055424,1803.144775390625
81,158.0,159.0,1.2615662610100802,328.4705810546875
82,21.0,166.0,1.2615662610100802,195.89846801757812
83,1733.0,170.0,1.2615662610100802,62.506988525390625
84,1981.3055555555557,172.69444444444446,3.385137501286538,1039.20556640625
85,1269.0,176.0,1.2615662610100802,302.9512939453125
86,1021.0,178.0,1.2615662610100802,376.11102294921875
87,161.0,184.0,2.5854414729132054,3437.2421875
88,474.0,183.5,2.256758334191025,577.5953369140625
89,1634.0,186.0,1.2615662610100802,39.569908142089844
90,332.8421052631579,189.1578947368421,2.4592453796829674,2022.6851806640625
91,1237.5,189.0,2.256758334191025,2650.3544921875
92,433.0,189.0,1.2615662610100802,337.04852294921875
93,59.0,193.0,1.2615662610100802,456.73211669921875
